Restaurant_id,City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
id_610,Lyon,"['French', 'European']",85.0,$$ - $$$,727.0,"[['A true local bistro loved by locals', 'Good quality local restaurant'], ['01/07/2018', '10/07/2017']]",/Restaurant_Review-g187265-d1643207-Reviews-Les_Ventres_Jaunes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1643207
id_611,Berlin,,3108.0,,7.0,"[['Cute little spot for breakfast', 'Swing while you eat'], ['09/30/2017', '09/12/2017']]",/Restaurant_Review-g187323-d12689844-Reviews-Nah_am_Wasser_gebaut-Berlin.html,d12689844
id_612,Dublin,,1191.0,,6.0,"[['Great', 'Great pizza, friendly clientele'], ['03/22/2017', '08/30/2016']]",/Restaurant_Review-g186605-d8766179-Reviews-Black_Horse_Inn-Dublin_County_Dublin.html,d8766179
id_613,Berlin,"['Italian', 'Mediterranean']",4138.0,,19.0,"[['Worn-off wannabe Italian place with overco...', 'Eccentric but always good quality'], ['08/22/2016', '06/27/2016']]",/Restaurant_Review-g187323-d2443318-Reviews-Pontecarlo-Berlin.html,d2443318
id_614,London,"['Cafe', 'British']",14487.0,$$ - $$$,82.0,"[['Lovely little coffee shop', 'Perfect'], ['01/17/2017', '01/08/2017']]",/Restaurant_Review-g186338-d7315033-Reviews-Charles_Dickens_Coffee_House-London_England.html,d7315033
id_615,Lyon,,132.0,,47.0,"[['Fantastic'], ['05/27/2017']]",/Restaurant_Review-g187265-d12398846-Reviews-Saku_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d12398846
id_616,Vienna,"['European', 'Central European', 'Contemporary']",627.0,$$ - $$$,62.0,"[['Really interesting wee place with great fo...', 'Fantastic food, service and ambience'], ['10/22/2017', '07/26/2017']]",/Restaurant_Review-g190454-d3821613-Reviews-Landstein_Filet_Wine-Vienna.html,d3821613
id_617,Paris,"['Italian', 'European', 'Pizza', 'Vegetarian Friendly']",3290.0,$$ - $$$,147.0,"[['A Cozy restaurant Delicious Food', 'Impressed with this little place'], ['10/03/2017', '08/10/2017']]",/Restaurant_Review-g187147-d3561472-Reviews-Piccoli_Cugini-Paris_Ile_de_France.html,d3561472
id_618,Barcelona,"['Steakhouse', 'International', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",25.0,$$ - $$$,884.0,"[['Wonderful Food, great set menus and drink', 'The Best'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g187497-d9857188-Reviews-9_Nine-Barcelona_Catalonia.html,d9857188
id_619,London,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3436.0,$$ - $$$,205.0,"[['Exploring the Vietnamese cuisine', 'warming atmousphere and food'], ['01/07/2018', '12/02/2017']]",/Restaurant_Review-g186338-d4831021-Reviews-Pho_Spitalfields-London_England.html,d4831021
id_620,Copenhagen,"['Mediterranean', 'Greek']",926.0,$,14.0,"[['Greek Noms', ""Don't be fooled by the exterior - this pla...""], ['06/20/2017', '04/29/2017']]",/Restaurant_Review-g189541-d7023261-Reviews-Graesk_Smag-Copenhagen_Zealand.html,d7023261
id_621,Paris,['Japanese'],3451.0,$$ - $$$,70.0,"[['Average, but high price', 'Very good'], ['12/04/2016', '05/30/2016']]",/Restaurant_Review-g187147-d1035391-Reviews-Zenzan-Paris_Ile_de_France.html,d1035391
id_622,Rome,"['Greek', 'Vegetarian Friendly']",506.0,$$ - $$$,603.0,"[['Love the zucchini polpette', 'Kataifi heaven'], ['10/03/2017', '05/17/2017']]",/Restaurant_Review-g187791-d2032859-Reviews-Ristorante_Greco_Akropolis-Rome_Lazio.html,d2032859
id_623,Milan,['Pub'],2423.0,,63.0,"[[], []]",/Restaurant_Review-g187849-d2320334-Reviews-Scott_Joplin_Pub-Milan_Lombardy.html,d2320334
id_624,Hamburg,['American'],2071.0,,,"[['Delicious Dinner'], ['05/29/2015']]",/Restaurant_Review-g187331-d5519325-Reviews-Bei_Musa-Hamburg.html,d5519325
id_625,Prague,"['European', 'Czech', 'Eastern European', 'Central European', 'Bar', 'Pub']",3969.0,$$ - $$$,68.0,"[['Some very good, some not', 'Not worth the wait.'], ['11/21/2017', '05/01/2017']]",/Restaurant_Review-g274707-d4288234-Reviews-Kobra-Prague_Bohemia.html,d4288234
id_626,Madrid,,2705.0,,38.0,"[['Must Go!', 'Never a bad meal!'], ['12/29/2017', '05/07/2017']]",/Restaurant_Review-g187514-d7812069-Reviews-El_Rincon_Del_Na-Madrid.html,d7812069
id_627,Krakow,['International'],1070.0,,12.0,"[['Great Place - Loved It', 'Almost Raw Pasta'], ['10/11/2013', '08/25/2013']]",/Restaurant_Review-g274772-d3567994-Reviews-Russian_Enso_Club_and_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html,d3567994
id_628,Paris,"['French', 'European']",2821.0,$$ - $$$,234.0,"[['Good fish dish.', 'Leisurely dinner'], ['10/05/2017', '09/30/2017']]",/Restaurant_Review-g187147-d719043-Reviews-Bistrot_Le_Cap-Paris_Ile_de_France.html,d719043
id_629,Stockholm,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",292.0,$$ - $$$,74.0,"[['Amazing Palak Paneer!', 'A spice above the rest'], ['11/28/2017', '10/20/2017']]",/Restaurant_Review-g189852-d10304281-Reviews-Shanti_Ultimat-Stockholm.html,d10304281
id_630,Stockholm,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",224.0,$$ - $$$,90.0,"[['Great vegan lunch', 'Asian fusion'], ['10/18/2017', '07/11/2017']]",/Restaurant_Review-g189852-d8745635-Reviews-Ling_Long-Stockholm.html,d8745635
id_631,Lisbon,"['Mediterranean', 'Portuguese', 'Seafood', 'European', 'Grill']",1245.0,$$ - $$$,104.0,"[['Just like home cooking', 'Nice spot for lunch'], ['10/07/2017', '07/31/2017']]",/Restaurant_Review-g189158-d4715035-Reviews-Restaurante_Cervejaria_Solar_do_Kadete-Lisbon_Lisbon_District_Central_Portugal.html,d4715035
id_632,Paris,['Asian'],12535.0,,3.0,"[['Not the best bubble tea in Paris', 'Nice tea, helpful owner'], ['11/11/2014', '12/30/2013']]",/Restaurant_Review-g187147-d3933260-Reviews-Bubble_C_Tea-Paris_Ile_de_France.html,d3933260
id_633,Stockholm,['Indian'],1261.0,,9.0,"[['One more Indian Restaurant', 'Tiny and nice'], ['03/14/2016', '03/06/2016']]",/Restaurant_Review-g189852-d8341999-Reviews-Food_Of_India-Stockholm.html,d8341999
id_634,Helsinki,['Fusion'],735.0,$$ - $$$,21.0,"[['Nice hotdogs', 'Fantastic drinks, nice hot dog'], ['05/03/2017', '04/02/2017']]",/Restaurant_Review-g189934-d7603746-Reviews-100_Dogs-Helsinki_Uusimaa.html,d7603746
id_635,London,['Cafe'],7367.0,$$ - $$$,13.0,"[['Super cute little cafe', 'Very nice litte cafe bistro'], ['08/24/2017', '07/28/2017']]",/Restaurant_Review-g186338-d10062190-Reviews-FrenchCafeBistrot-London_England.html,d10062190
id_636,Paris,"['French', 'Gastropub', 'Vegetarian Friendly']",1622.0,$$ - $$$,87.0,"[['Morning breakfast with platinum status', 'Mzuri'], ['12/26/2017', '11/15/2017']]",/Restaurant_Review-g187147-d10226391-Reviews-Origin_Restaurant-Paris_Ile_de_France.html,d10226391
id_637,Paris,"['French', 'European']",1286.0,$$ - $$$,946.0,"[['Good experience but pricey for steak', 'Best appetizer of our trip to Paris'], ['11/19/2017', '11/08/2017']]",/Restaurant_Review-g187147-d719048-Reviews-Bistrot_Paul_Bert-Paris_Ile_de_France.html,d719048
id_638,Paris,['Japanese'],12711.0,$$ - $$$,2.0,"[['Not good sushi', 'Excellent food, good service'], ['07/19/2017', '07/02/2017']]",/Restaurant_Review-g187147-d12535822-Reviews-Nagano-Paris_Ile_de_France.html,d12535822
id_639,Berlin,,3433.0,,,"[['Great regional and seasonal food'], ['06/25/2016']]",/Restaurant_Review-g187323-d10054994-Reviews-Heute_ist_Morgen_Deli_Cafe-Berlin.html,d10054994
id_640,Milan,,3655.0,,12.0,"[[], []]",/Restaurant_Review-g187849-d8286559-Reviews-Il_Caffe_Del_Grembiule-Milan_Lombardy.html,d8286559
id_641,Paris,"['Italian', 'Pizza', 'Kosher']",12256.0,,4.0,"[[], []]",/Restaurant_Review-g187147-d7284563-Reviews-Squadra-Paris_Ile_de_France.html,d7284563
id_642,Berlin,,5936.0,,,"[[], []]",/Restaurant_Review-g187323-d5792596-Reviews-Quan_Sen-Berlin.html,d5792596
id_643,Prague,"['Cafe', 'European', 'Czech']",3160.0,,6.0,"[['Oasis at the crossroads', 'one surprise after the other'], ['05/28/2016', '02/06/2015']]",/Restaurant_Review-g274707-d4305921-Reviews-Dadap-Prague_Bohemia.html,d4305921
id_644,Hamburg,,2141.0,,14.0,"[[], []]",/Restaurant_Review-g187331-d5517686-Reviews-Crazy_Croque_Imbissbetriebe-Hamburg.html,d5517686
id_645,Madrid,,3983.0,,,"[[], []]",/Restaurant_Review-g187514-d12395867-Reviews-Oliver_s_House-Madrid.html,d12395867
id_646,Dublin,"['Indian', 'Asian', 'Nepali', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",69.0,$$ - $$$,739.0,"[['Very nice curry, lots of meat', 'Very good food, very good service'], ['12/30/2017', '12/27/2017']]",/Restaurant_Review-g186605-d3742785-Reviews-Kathmandu_Kitchen_Nepalese_Indian_Restaurant-Dublin_County_Dublin.html,d3742785
id_647,Dublin,['Pizza'],1802.0,,5.0,"[['Good Option.', 'Not great, not terrible'], ['10/03/2017', '09/06/2017']]",/Restaurant_Review-g186605-d4481376-Reviews-Four_star_Pizza-Dublin_County_Dublin.html,d4481376
id_648,Prague,['Cafe'],3731.0,,,"[['Good cakes'], ['08/22/2015']]",/Restaurant_Review-g274707-d7124372-Reviews-Saccaria-Prague_Bohemia.html,d7124372
id_649,Barcelona,['Spanish'],7530.0,,32.0,"[[], []]",/Restaurant_Review-g187497-d6466802-Reviews-El_Fraile-Barcelona_Catalonia.html,d6466802
id_650,Madrid,['Spanish'],2173.0,$$ - $$$,27.0,"[['Bad quality/price ratio'], ['02/23/2015']]",/Restaurant_Review-g187514-d5768321-Reviews-La_Muralla_de_Avila-Madrid.html,d5768321
id_651,London,"['Chinese', 'Asian']",14514.0,$$ - $$$,16.0,"[['Authentic Chinese Hot Pot (Cash Payment On...', ""Got to know what you're doing...a bit pric...""], ['12/27/2017', '09/14/2017']]",/Restaurant_Review-g186338-d10348179-Reviews-Shu_Xiangge_Chinese_Hot_Pot-London_England.html,d10348179
id_652,Milan,['Russian'],1349.0,$$ - $$$,174.0,"[['Never thought russian food would be this g...'], ['03/12/2014']]",/Restaurant_Review-g187849-d1903231-Reviews-Podkova_Ristorante_Russo-Milan_Lombardy.html,d1903231
id_653,Vienna,"['Italian', 'French', 'Cafe', 'Mediterranean', 'Soups']",1549.0,$,3.0,"[['Wonderfully friendly local cafe'], ['12/01/2017']]",/Restaurant_Review-g190454-d12068318-Reviews-Un_Petit_Cafe-Vienna.html,d12068318
id_654,Brussels,"['Belgian', 'Pub']",32.0,$$ - $$$,563.0,"[['Beeeeeeeeeeeeeeeeeeeer', 'Beer!'], ['02/17/2018', '02/07/2018']]",/Restaurant_Review-g188644-d7714652-Reviews-Delirium_Monasterium-Brussels.html,d7714652
id_655,Milan,"['Mexican', 'American', 'Latin', 'Barbecue', 'Vegetarian Friendly']",1844.0,$$ - $$$,547.0,"[['Nice place', 'Cool mexican experience'], ['04/15/2017', '04/12/2017']]",/Restaurant_Review-g187849-d1056379-Reviews-Mexicali-Milan_Lombardy.html,d1056379
id_656,Rome,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",639.0,$$ - $$$,1244.0,"[['Classic italian hidden gem', 'Great Intro to Dining in Rome'], ['12/24/2017', '11/19/2017']]",/Restaurant_Review-g187791-d1727978-Reviews-Trattoria_il_Tettarello-Rome_Lazio.html,d1727978
id_657,Bratislava,,868.0,,5.0,"[['Slow, misleading but decent cheesecake', 'Sort of waiting area that would make you w...'], ['10/16/2017', '07/08/2017']]",/Restaurant_Review-g274924-d12323734-Reviews-The_Bus_Stop-Bratislava_Bratislava_Region.html,d12323734
id_658,London,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",3587.0,$$ - $$$,187.0,"[['Excellent Peking Duck', 'Fantastic duck'], ['01/06/2018', '01/02/2018']]",/Restaurant_Review-g186338-d844484-Reviews-Green_Cottage-London_England.html,d844484
id_659,Barcelona,"['Mediterranean', 'Spanish', 'Vegan Options', 'Vegetarian Friendly']",78.0,$,832.0,"[['Good food', 'Great place for a lunch'], ['01/02/2018', '12/10/2017']]",/Restaurant_Review-g187497-d4453379-Reviews-AQistoi-Barcelona_Catalonia.html,d4453379
id_660,Stockholm,['European'],328.0,$$ - $$$,32.0,"[['Tasty', 'Modern mediterranean'], ['01/05/2018', '07/12/2017']]",/Restaurant_Review-g189852-d11824050-Reviews-Cafe_Nizza-Stockholm.html,d11824050
id_661,Lisbon,"['European', 'Spanish', 'Portuguese']",2993.0,,7.0,"[['Lovely patio with heaters', 'Nice place but...'], ['01/03/2018', '12/28/2017']]",/Restaurant_Review-g189158-d12930608-Reviews-Central_Da_Avenida-Lisbon_Lisbon_District_Central_Portugal.html,d12930608
id_662,London,"['Indian', 'Asian']",13293.0,$,14.0,"[['Reliable and Tasty', 'Great Takeaway'], ['01/26/2017', '09/24/2016']]",/Restaurant_Review-g186338-d3807704-Reviews-Maida_vale_tandoori-London_England.html,d3807704
id_663,London,,14814.0,,,"[['Refuel stop'], ['08/18/2015']]",/Restaurant_Review-g186338-d5795667-Reviews-Osia-London_England.html,d5795667
id_664,Paris,,9173.0,,4.0,"[[], []]",/Restaurant_Review-g187147-d10321552-Reviews-Au_Marche_De_La_Butte-Paris_Ile_de_France.html,d10321552
id_665,Stockholm,"['Indian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options']",222.0,$$ - $$$,103.0,"[['Best Indian take out', 'Excellent Indian with fresh bread from a T...'], ['12/19/2017', '05/30/2017']]",/Restaurant_Review-g189852-d3516306-Reviews-Punjabi_Masala_Grill_Tandoori_Restaurang-Stockholm.html,d3516306
id_666,Madrid,"['American', 'Seafood']",8660.0,,9.0,"[[], []]",/Restaurant_Review-g187514-d7835670-Reviews-Woody_Burger_Lobster-Madrid.html,d7835670
id_667,Milan,"['Chinese', 'Japanese', 'Sushi']",6072.0,,6.0,"[[], []]",/Restaurant_Review-g187849-d7045736-Reviews-Samurai_Sushi_Restaurant-Milan_Lombardy.html,d7045736
id_668,Dublin,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1726.0,$$ - $$$,176.0,"[['Not great value for lunch', 'Crispy pizza'], ['09/14/2017', '09/13/2017']]",/Restaurant_Review-g186605-d1841402-Reviews-Milano-Dublin_County_Dublin.html,d1841402
id_669,Berlin,,6359.0,,,"[[], []]",/Restaurant_Review-g187323-d5513738-Reviews-Call_A_Pizza_Berlin_Spandau-Berlin.html,d5513738
id_670,Barcelona,"['Japanese', 'Sushi', 'Asian']",2587.0,$$ - $$$,87.0,"[['Okay place- Nothing special- But nice and...', 'Excellent!'], ['06/20/2015', '05/01/2015']]",/Restaurant_Review-g187497-d7062082-Reviews-Japi_Sushi_Bar-Barcelona_Catalonia.html,d7062082
id_671,Madrid,['Spanish'],7806.0,,13.0,"[[], []]",/Restaurant_Review-g187514-d4242121-Reviews-El_Fogon_de_Los_Deseos-Madrid.html,d4242121
id_672,Rome,,4816.0,,316.0,"[[""A student's self service that is worth vis..."", 'good for students'], ['12/02/2016', '09/10/2015']]",/Restaurant_Review-g187791-d1200317-Reviews-La_Tana_Sarda-Rome_Lazio.html,d1200317
id_673,Madrid,,4124.0,,2.0,"[[], []]",/Restaurant_Review-g187514-d12416567-Reviews-Nomi_Sushi-Madrid.html,d12416567
id_674,Madrid,"['Mediterranean', 'Spanish']",3160.0,$,30.0,"[['Good lunch', 'Bad service and bad food'], ['08/12/2017', '10/17/2016']]",/Restaurant_Review-g187514-d8462247-Reviews-O_Donnell_11-Madrid.html,d8462247
id_675,Krakow,,775.0,,,"[[], []]",/Restaurant_Review-g274772-d12611067-Reviews-Wawelskie_SlodkoSci-Krakow_Lesser_Poland_Province_Southern_Poland.html,d12611067
id_676,Madrid,['Spanish'],5398.0,$$ - $$$,18.0,"[['OK food not too expensive', 'APOLO CAFE AND RESTAURANTE'], ['05/07/2014', '09/05/2012']]",/Restaurant_Review-g187514-d987851-Reviews-Apolo_Cafe_Restaurante-Madrid.html,d987851
id_677,Madrid,['Spanish'],8718.0,$$ - $$$,52.0,"[['Terrible food, terrible service, obnoxious...', 'Salty food. Dirty toilets'], ['08/19/2017', '09/30/2016']]",/Restaurant_Review-g187514-d3682984-Reviews-Meson_Oro_y_Plata-Madrid.html,d3682984
id_678,Milan,['Turkish'],4548.0,,,"[[], []]",/Restaurant_Review-g187849-d7234492-Reviews-Yunus-Milan_Lombardy.html,d7234492
id_679,Madrid,"['Mexican', 'Latin', 'Contemporary', 'Fusion', 'Bar', 'Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",168.0,$$ - $$$,144.0,"[['Great Mexican cuisine is a lively neighbor...', 'Awesome food, nice chef and lovely waitres...'], ['11/20/2017', '09/28/2017']]",/Restaurant_Review-g187514-d10494492-Reviews-Meridiano_100-Madrid.html,d10494492
id_680,London,"['Cafe', 'British', 'Vegetarian Friendly', 'Gluten Free Options']",14189.0,$,56.0,"[['Friendly place for Coffee and Cake', 'Nice sunday brunch'], ['11/22/2017', '11/20/2017']]",/Restaurant_Review-g186338-d5443514-Reviews-Cafe_Buzz-London_England.html,d5443514
id_681,Zurich,,443.0,,21.0,"[['Too cool', 'Excellent'], ['10/18/2017', '08/09/2017']]",/Restaurant_Review-g188113-d9804458-Reviews-Metzg-Zurich.html,d9804458
id_682,London,['British'],14594.0,$$$$,6.0,"[['Great Location, nice staff.', 'Great little spot for a drink'], ['07/17/2017', '07/13/2017']]",/Restaurant_Review-g186338-d732097-Reviews-Commissary-London_England.html,d732097
id_683,Prague,['Fast Food'],2944.0,,9.0,"[['Perfect for a late night snack', 'Perfect for a quick meal ..'], ['06/28/2017', '12/20/2016']]",/Restaurant_Review-g274707-d7123339-Reviews-Crazy_Wok-Prague_Bohemia.html,d7123339
id_684,Berlin,,5407.0,,3.0,"[['Very meaty'], ['02/14/2017']]",/Restaurant_Review-g187323-d10356334-Reviews-Style_your_Burger-Berlin.html,d10356334
id_685,Madrid,['Spanish'],1626.0,$$ - $$$,89.0,"[[""It's not just a food"", 'Great local food'], ['05/11/2017', '03/01/2017']]",/Restaurant_Review-g187514-d991066-Reviews-Lago_de_Sanabria-Madrid.html,d991066
id_686,Paris,"['Japanese', 'Sushi']",5148.0,$$ - $$$,69.0,"[['Non Fresh Food', 'Good sushi good service'], ['04/05/2017', '09/08/2016']]",/Restaurant_Review-g187147-d2161195-Reviews-Sushi_Club-Paris_Ile_de_France.html,d2161195
id_687,Warsaw,"['Italian', 'Mediterranean', 'European', 'Pizza', 'Vegetarian Friendly']",2006.0,$$ - $$$,36.0,"[['Nice place with fare prices', 'Rude staff and food that takes ages'], ['01/09/2018', '07/19/2017']]",/Restaurant_Review-g274856-d9866008-Reviews-Prosecco-Warsaw_Mazovia_Province_Central_Poland.html,d9866008
id_688,Budapest,"['Indian', 'Asian', 'Bangladeshi', 'Vegetarian Friendly', 'Vegan Options']",332.0,$,109.0,"[['Delicious and healthy food in Budapest', 'Excellent Indian food'], ['01/08/2018', '12/28/2017']]",/Restaurant_Review-g274887-d2055704-Reviews-Bangla_Bufe_Premium-Budapest_Central_Hungary.html,d2055704
id_689,Oslo,['Italian'],724.0,$$ - $$$,5.0,"[['Delicious Pizza!!'], ['05/31/2017']]",/Restaurant_Review-g190479-d11756499-Reviews-Pizzavino-Oslo_Eastern_Norway.html,d11756499
id_690,Berlin,,4861.0,,5.0,"[['Branch near the tv tower is ace', 'Beautiful Breakfast in Berlin'], ['11/04/2017', '12/09/2016']]",/Restaurant_Review-g187323-d11802036-Reviews-M_M_Back-Berlin.html,d11802036
id_691,Milan,,5119.0,,5.0,"[[], []]",/Restaurant_Review-g187849-d8461856-Reviews-Mysushi_Store-Milan_Lombardy.html,d8461856
id_692,London,"['Chinese', 'Asian']",3961.0,$$ - $$$,127.0,"[['Best Chinese restaurant in the area', 'Lavely Friendly local quality food / Very...'], ['12/12/2017', '10/04/2017']]",/Restaurant_Review-g186338-d942184-Reviews-North_China_Restaurant-London_England.html,d942184
id_693,Budapest,,1182.0,,2.0,"[['Perfect place for coffee and breakfast'], ['12/22/2017']]",/Restaurant_Review-g274887-d12839024-Reviews-Bruberi_Coffee_Bakery-Budapest_Central_Hungary.html,d12839024
id_694,Berlin,"['French', 'German', 'Vegetarian Friendly']",418.0,$$ - $$$,295.0,"[['Amazing soups', 'Hearty Alsatian Cuisine!'], ['10/04/2017', '07/10/2017']]",/Restaurant_Review-g187323-d715349-Reviews-Gugelhof-Berlin.html,d715349
id_695,Milan,"['Italian', 'Pizza', 'Vegetarian Friendly']",1249.0,$,173.0,"[['Very good!', 'BEST PIZZA IN MILAN'], ['12/19/2016', '12/12/2015']]",/Restaurant_Review-g187849-d2069492-Reviews-Pizzeria_Dell_Angelo-Milan_Lombardy.html,d2069492
id_696,Vienna,['Vegetarian Friendly'],444.0,$$ - $$$,37.0,"[['Really good Ramen', 'A little piece of Japan in the second dist...'], ['12/19/2017', '12/19/2017']]",/Restaurant_Review-g190454-d12162552-Reviews-Mochi_Ramen_Bar-Vienna.html,d12162552
id_697,London,"['Bar', 'British', 'Pub', 'Vegetarian Friendly', 'Gluten Free Options']",183.0,$$ - $$$,731.0,"[['Lovely place', 'Great food and very reasonable'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g186338-d3337318-Reviews-The_Queens_Head-London_England.html,d3337318
id_698,Paris,,9704.0,,5.0,"[['Great dinners and breakfasts - all the bes...'], ['08/28/2017']]",/Restaurant_Review-g187147-d12599659-Reviews-Ibis_Kitchen-Paris_Ile_de_France.html,d12599659
id_699,Amsterdam,['Seafood'],1013.0,$,23.0,"[['Most delicious herring!', 'Excellent fresh fish'], ['12/16/2017', '10/05/2017']]",/Restaurant_Review-g188590-d10554015-Reviews-Volendammer_Vishandel_t_Centrum-Amsterdam_North_Holland_Province.html,d10554015
id_700,Berlin,,2087.0,,20.0,"[['Cozy and comfortable cafe', 'Great little cafe'], ['09/29/2017', '12/02/2016']]",/Restaurant_Review-g187323-d5956891-Reviews-Cafe_Taubenschlag-Berlin.html,d5956891
id_701,Barcelona,"['Bar', 'Mediterranean', 'European', 'Spanish', 'Pub', 'Vegetarian Friendly']",3424.0,$,87.0,"[['Good choice', 'Nice food, good prices'], ['09/06/2017', '02/25/2017']]",/Restaurant_Review-g187497-d3478880-Reviews-Cerveceria_Sants_Bier-Barcelona_Catalonia.html,d3478880
id_702,London,"['African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options']",3985.0,$,42.0,"[['Delicious, Honest Food.', 'Authentic home cooking!'], ['01/02/2018', '11/18/2017']]",/Restaurant_Review-g186338-d7688421-Reviews-Mesi_s_Kitchen-London_England.html,d7688421
id_703,Athens,"['Mexican', 'Fast Food', 'Street Food', 'Central American', 'Latin', 'Vegetarian Friendly', 'Vegan Options']",318.0,$,74.0,"[['Amazing place!', 'What a burrito !!! Loved it'], ['12/05/2017', '10/26/2017']]",/Restaurant_Review-g189400-d10465341-Reviews-Grexico_Mexican_Street_Food-Athens_Attica.html,d10465341
id_704,Madrid,,6274.0,,21.0,"[[], []]",/Restaurant_Review-g187514-d5617412-Reviews-Green_Marta_Iii-Madrid.html,d5617412
id_705,Geneva,,847.0,,4.0,"[['Little Gem to be tried without prejudice', 'One of the best grill in town'], ['06/09/2016', '11/22/2015']]",/Restaurant_Review-g188057-d8704716-Reviews-Paprika_Grill-Geneva.html,d8704716
id_706,London,,11687.0,,10.0,"[['Toilets need serious attention', ""Sainsbury's at Garratt Lane""], ['10/22/2017', '01/05/2017']]",/Restaurant_Review-g186338-d10304970-Reviews-Sainsbury_s-London_England.html,d10304970
id_707,Amsterdam,"['Cafe', 'Dutch', 'European', 'Vegetarian Friendly']",1105.0,$$ - $$$,40.0,"[['Lovely atmosphere and sublime food', 'awesome place'], ['12/20/2017', '12/10/2017']]",/Restaurant_Review-g188590-d7215853-Reviews-Cafe_Droog-Amsterdam_North_Holland_Province.html,d7215853
id_708,London,"['Cafe', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",5001.0,$$ - $$$,41.0,"[['A flawed Jewel', 'Best tea I had in London'], ['07/10/2017', '05/28/2017']]",/Restaurant_Review-g186338-d7288022-Reviews-Food_Filosophy-London_England.html,d7288022
id_709,Madrid,['Spanish'],7658.0,,6.0,"[[], []]",/Restaurant_Review-g187514-d2706475-Reviews-Madrena_Hostleria-Madrid.html,d2706475
id_710,Athens,['Indian'],1149.0,$$ - $$$,6.0,"[['Dreamlike Vegetable pakora !', 'Dinner'], ['07/20/2016', '07/09/2016']]",/Restaurant_Review-g189400-d10226638-Reviews-Jaipur_Palace_Psirri-Athens_Attica.html,d10226638
id_711,Budapest,"['Chinese', 'Asian', 'Vegetarian Friendly']",599.0,$$ - $$$,40.0,"[['Authentic chinese food and friendly waiter...', 'Authentic Chinese'], ['12/24/2017', '12/11/2017']]",/Restaurant_Review-g274887-d4225335-Reviews-Nefrit_Restaurant-Budapest_Central_Hungary.html,d4225335
id_712,Oporto,"['Italian', 'European', 'Portuguese']",894.0,$$ - $$$,12.0,"[[], []]",/Restaurant_Review-g189180-d12207955-Reviews-Restaurante_7_Francesinhas-Porto_Porto_District_Northern_Portugal.html,d12207955
id_713,Paris,"['Asian', 'Taiwanese']",4714.0,$$ - $$$,69.0,"[[""Chinese food that's expensive but dishones..."", 'Yummie'], ['07/10/2017', '11/18/2016']]",/Restaurant_Review-g187147-d5825678-Reviews-Momo_Salon_de_the_Taiwanais-Paris_Ile_de_France.html,d5825678
id_714,Paris,"['French', 'European']",1412.0,$$ - $$$,326.0,"[['Good food, warm vibes', 'Old world style brasserie'], ['12/15/2017', '09/19/2017']]",/Restaurant_Review-g187147-d1326612-Reviews-Le_Rousseau-Paris_Ile_de_France.html,d1326612
id_715,Rome,['Italian'],3404.0,$$ - $$$,84.0,"[[], []]",/Restaurant_Review-g187791-d7604711-Reviews-La_Nuova_Pergoletta-Rome_Lazio.html,d7604711
id_716,London,['Asian'],13890.0,,4.0,"[['Saturday night', 'Very cause place'], ['05/04/2017', '07/13/2016']]",/Restaurant_Review-g186338-d1044516-Reviews-Opium-London_England.html,d1044516
id_717,Paris,"['French', 'European', 'Vegetarian Friendly']",1076.0,$$ - $$$,298.0,"[['Go to Moustache!', 'Tops for us in Paris'], ['01/07/2018', '10/04/2017']]",/Restaurant_Review-g187147-d1954163-Reviews-Moustache-Paris_Ile_de_France.html,d1954163
id_718,Prague,"['American', 'Fast Food']",3479.0,,4.0,"[[], []]",/Restaurant_Review-g274707-d7123772-Reviews-Burger_King-Prague_Bohemia.html,d7123772
id_719,Milan,['Italian'],1845.0,$,69.0,"[['Sicily...in Milan!', 'Very Good Sicilian Pastries - Sweet and Sa...'], ['04/09/2015', '01/25/2015']]",/Restaurant_Review-g187849-d3863423-Reviews-Licata-Milan_Lombardy.html,d3863423
id_720,Barcelona,,7794.0,,,"[['Nothing like the original in Barceloneta'], ['12/27/2017']]",/Restaurant_Review-g187497-d13223254-Reviews-Can_Paixano-Barcelona_Catalonia.html,d13223254
